予約番号,予約人数,予約件数,予約宴会名称,会場枝番,会場名称,会場使用日,宴会開始時間,宴会終了時間,行灯名称,会場予約人数,営業担当名称,予約状態ｺｰﾄﾞ,予約状態名称,会場ｺｰﾄﾞ,会場使用目的ｺｰﾄﾞ,会場使用目的名称,会場形式ｺｰﾄﾞ,会場形式名称,ｴｰｼﾞｪﾝﾄｺｰﾄﾞ,エージェン 名称,申込会社 名称,ｴｰｼﾞｪﾝﾄ名称,予約状態備考
"34370","100","1","南医療生協　理事合宿研修会","8","楓","2025/03/29","21:00","22:00","南医療生協　理事合宿研修会","40","伊藤　良行","5","ｷｬﾝｾﾙ","340","13","昼食","20","入れ込み","2999","みなみ旅サロン","","その他AGT",""
"34370","100","1","南医療生協　理事合宿研修会","7","楓","2025/03/30","08:00","12:30","南医療生協　理事会研修会　様　分散会会場④⑤⑥⑦","20","伊藤　良行","5","ｷｬﾝｾﾙ","340","26","分科会","99","未定","2999","みなみ旅サロン","","その他AGT",""
"34370","100","1","南医療生協　理事合宿研修会","2","楓","2025/03/29","08:00","14:00","南医療生協　理事会","40","伊藤　良行","5","ｷｬﾝｾﾙ","340","71","理事・役員会","5","ロの字","2999","みなみ旅サロン","","その他AGT",""
"34370","100","1","南医療生協　理事合宿研修会","4","橘","2025/03/30","08:00","12:30","南医療生協　理事会研修会　様　分散会会場⑧⑨","20","伊藤　良行","5","ｷｬﾝｾﾙ","350","26","分科会","99","未定","2999","みなみ旅サロン","","その他AGT",""
"34370","100","1","南医療生協　理事合宿研修会","5","葵","2025/03/30","08:00","12:30","南医療生協　理事会研修会　様　分散会会場⑩⑪","20","伊藤　良行","5","ｷｬﾝｾﾙ","360","26","分科会","99","未定","2999","みなみ旅サロン","","その他AGT",""
"34370","100","1","南医療生協　理事合宿研修会","3","紬","2025/03/29","19:00","20:30","南医療生協　理事会研修会　様　夕食交流会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","30","懇親会","72","丸卓","2999","みなみ旅サロン","","その他AGT",""
"34370","100","1","南医療生協　理事合宿研修会","6","錦","2025/03/30","08:00","12:30","南医療生協　理事会研修会　様　分散会会場①②③","30","伊藤　良行","5","ｷｬﾝｾﾙ","250","26","分科会","99","未定","2999","みなみ旅サロン","","その他AGT",""
"34381","26","1","JTB浜松（未定）","1","楓","2025/03/25","15:00","17:00","JTB浜松（未定）","26","伊藤　良行","5","ｷｬﾝｾﾙ","340","15","会議","6","コの字"," ","JTB浜松支店","","",""
"34381","26","1","JTB浜松（未定）","2","錦","2025/03/25","18:00","20:00","JTB浜松（未定）","26","伊藤　良行","5","ｷｬﾝｾﾙ","250","30","懇親会","70","丸卓会席"," ","JTB浜松支店","","",""
"34387","150","1","青経塾","2","富士","2025/03/18","18:00","20:00","青経塾","150","渡瀬　太郎","5","ｷｬﾝｾﾙ","170","30","懇親会","72","丸卓"," "," ","青経塾","",""
"34387","150","1","青経塾","1","鶴","2025/03/18","16:00","18:00","青経塾","150","渡瀬　太郎","5","ｷｬﾝｾﾙ","260","15","会議","3","スクール形式"," "," ","青経塾","",""
"34390","50","1","大昭工業グループ　第58期経営企画発表会","2","紬(１)","2025/03/21","18:30","20:30","大昭工業グループ　第58期経営企画発表会","50","近藤　和記","5","ｷｬﾝｾﾙ","300","30","懇親会","21","立食","2103"," ","名鉄観光サービス㈱名古屋中央支店","名鉄観光","."
"34390","50","1","大昭工業グループ　第58期経営企画発表会","1","紬(２)","2025/03/21","17:00","18:30","大昭工業グループ　第58期経営企画発表会","50","近藤　和記","5","ｷｬﾝｾﾙ","310","15","会議","3","スクール形式","2103"," ","名鉄観光サービス㈱名古屋中央支店","名鉄観光","."
"34455","246","1","朝食会場","1","富士","2025/03/01","06:30","09:00","朝食会場","246","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34456","270","1","朝食会場","1","富士","2025/03/02","06:30","09:00","朝食会場","270","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34457","196","1","朝食会場","1","富士","2025/03/03","06:30","09:00","朝食会場","196","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34458","109","1","朝食会場","1","富士","2025/03/04","06:30","09:00","朝食会場","109","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34459","128","1","朝食会場","1","富士","2025/03/05","06:30","09:00","朝食会場","128","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34460","160","1","朝食会場","1","富士","2025/03/06","06:30","09:00","朝食会場","160","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34461","182","1","朝食会場","1","富士","2025/03/07","06:30","09:00","朝食会場","182","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34462","216","1","朝食会場","1","富士","2025/03/08","06:30","09:00","朝食会場","216","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34463","123","1","朝食会場","1","富士","2025/03/09","06:30","09:00","朝食会場","123","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34464","156","1","朝食会場","1","富士","2025/03/10","06:30","09:00","朝食会場","156","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34465","155","1","朝食会場","1","富士","2025/03/11","06:30","09:00","朝食会場","155","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34466","211","1","朝食会場","1","富士","2025/03/12","06:30","09:00","朝食会場","211","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34467","153","1","朝食会場","1","富士","2025/03/13","06:30","09:00","朝食会場","153","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34468","175","1","朝食会場","1","富士","2025/03/14","06:30","09:00","朝食会場","175","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34469","210","1","朝食会場","1","富士","2025/03/15","06:30","09:00","朝食会場","210","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34470","258","1","朝食会場","1","富士","2025/03/16","06:30","09:00","朝食会場","258","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34471","201","1","朝食会場","1","富士","2025/03/17","06:30","09:00","朝食会場","201","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34472","180","1","朝食会場","1","富士","2025/03/18","06:30","09:00","朝食会場","180","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34473","225","1","朝食会場","1","富士","2025/03/19","06:30","09:00","朝食会場","225","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34474","269","1","朝食会場","1","富士","2025/03/20","06:30","09:00","朝食会場","269","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34475","164","1","朝食会場","1","紬","2025/03/21","06:30","09:00","朝食会場","164","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34476","214","1","朝食会場","1","富士","2025/03/22","06:30","09:00","朝食会場","214","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34477","268","1","朝食会場","1","富士","2025/03/23","06:30","09:00","朝食会場","268","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34478","199","1","朝食会場","1","富士","2025/03/24","06:30","09:00","朝食会場","199","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34479","241","1","朝食会場","1","富士","2025/03/25","06:30","09:00","朝食会場","241","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34480","244","1","朝食会場","1","富士","2025/03/26","06:30","09:00","朝食会場","244","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34481","256","1","朝食会場","1","富士","2025/03/27","06:15","09:00","朝食会場","256","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34482","234","1","朝食会場","1","富士","2025/03/28","06:30","09:00","朝食会場","234","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34483","259","1","朝食会場","1","富士","2025/03/29","06:30","09:00","朝食会場","259","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34484","286","1","朝食会場","1","富士","2025/03/30","06:30","09:00","朝食会場","286","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34485","200","1","朝食会場","1","富士","2025/03/31","06:30","09:00","朝食会場","200","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34486","247","1","朝食会場","1","富士","2025/04/01","06:30","09:00","朝食会場","247","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34487","273","1","朝食会場","1","富士","2025/04/02","06:30","09:00","朝食会場","273","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34488","273","1","朝食会場","1","富士","2025/04/03","06:30","09:00","朝食会場","273","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34489","278","1","朝食会場","1","富士","2025/04/04","06:30","09:00","朝食会場","278","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34490","142","1","朝食会場","1","新　三蔵","2025/04/05","06:30","09:00","朝食会場","142","岡田　吉浩","1","決定予約","115","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34491","102","1","朝食会場","1","新　三蔵","2025/04/06","06:30","09:00","朝食会場","102","岡田　吉浩","1","決定予約","115","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34492","163","1","朝食会場","1","富士","2025/04/07","06:30","08:30","朝食会場","163","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34493","225","1","朝食会場","1","富士","2025/04/08","06:30","08:30","朝食会場","225","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34494","225","1","朝食会場","1","富士","2025/04/09","06:30","08:30","朝食会場","225","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34495","192","1","朝食会場","1","富士","2025/04/10","06:30","08:30","朝食会場","192","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34496","264","1","朝食会場","1","富士","2025/04/11","06:30","08:30","朝食会場","264","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34497","164","1","朝食会場","1","富士","2025/04/12","06:30","08:30","朝食会場","164","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34498","194","1","朝食会場","1","富士","2025/04/13","06:30","08:30","朝食会場","194","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34499","0","1","朝食会場","1","富士","2025/04/14","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34500","0","1","朝食会場","1","富士","2025/04/15","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34501","0","1","朝食会場","1","富士","2025/04/16","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34502","0","1","朝食会場","1","富士","2025/04/17","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34503","0","1","朝食会場","1","富士","2025/04/18","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34504","0","1","朝食会場","1","富士","2025/04/19","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34505","0","1","朝食会場","1","富士","2025/04/20","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34506","0","1","朝食会場","1","富士","2025/04/21","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34507","0","1","朝食会場","1","富士","2025/04/22","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34508","0","1","朝食会場","1","富士","2025/04/23","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34509","0","1","朝食会場","1","富士","2025/04/24","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34510","0","1","朝食会場","1","富士","2025/04/25","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34511","0","1","朝食会場","1","富士","2025/04/26","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34512","0","1","朝食会場","1","富士","2025/04/27","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34513","0","1","朝食会場","1","富士","2025/04/28","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34514","0","1","朝食会場","1","富士","2025/04/29","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34515","0","1","朝食会場","1","富士","2025/04/30","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34516","0","1","朝食会場","1","富士","2025/05/01","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34517","0","1","朝食会場","1","富士","2025/05/02","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34518","0","1","朝食会場","1","富士","2025/05/03","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34519","0","1","朝食会場","1","富士","2025/05/04","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34520","0","1","朝食会場","1","富士","2025/05/05","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34521","0","1","朝食会場","1","富士","2025/05/06","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34522","0","1","朝食会場","1","富士","2025/05/07","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34523","0","1","朝食会場","1","富士","2025/05/08","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34524","0","1","朝食会場","1","紬","2025/05/09","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34525","0","1","朝食会場","1","富士","2025/05/10","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34526","0","1","朝食会場","1","富士","2025/05/11","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34527","0","1","朝食会場","1","富士","2025/05/12","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34528","0","1","朝食会場","1","富士","2025/05/13","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34529","0","1","朝食会場","1","紬","2025/05/14","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34530","0","1","朝食会場","1","紬","2025/05/15","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34531","0","1","朝食会場","1","紬","2025/05/16","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34532","0","1","朝食会場","1","富士","2025/05/17","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34533","0","1","朝食会場","1","富士","2025/05/18","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34534","0","1","朝食会場","1","富士","2025/05/19","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34535","0","1","朝食会場","1","富士","2025/05/20","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34536","0","1","朝食会場","1","富士","2025/05/21","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34537","0","1","朝食会場","1","富士","2025/05/22","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34538","0","1","朝食会場","1","紬","2025/05/23","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34539","0","1","朝食会場","1","富士","2025/05/24","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34540","0","1","朝食会場","1","富士","2025/05/25","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34541","0","1","朝食会場","1","富士","2025/05/26","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34542","0","1","朝食会場","1","富士","2025/05/27","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34543","0","1","朝食会場","1","紬","2025/05/28","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34544","0","1","朝食会場","1","富士","2025/05/29","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34545","0","1","朝食会場","1","紬","2025/05/30","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34546","0","1","朝食会場","1","富士","2025/05/31","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34577","50","1","名古屋オルクス　第3回氷鯱会","1","紬(１)","2025/03/14","19:00","21:00","名古屋オルクス　第3回氷鯱会","50","伊藤　良行","5","ｷｬﾝｾﾙ","300","47","納会","21","立食","2103","名鉄観光営業戦略推進本部 スポーツ事業推進部","","名鉄観光",""
"34583","90","1","株式会社ISA 高校生研修","7","富士(１)","2025/05/04","18:00","19:00","株式会社ISA 高校生研修","90","伊藤　良行","5","ｷｬﾝｾﾙ","180","1","夕食","26","テーブル","2999","TKP","","その他AGT",""
"34583","90","1","株式会社ISA 高校生研修","4","富士(１)","2025/05/03","18:00","19:00","株式会社ISA 高校生研修","90","伊藤　良行","5","ｷｬﾝｾﾙ","180","1","夕食","26","テーブル","2999","TKP","","その他AGT",""
"34583","90","1","株式会社ISA 高校生研修","10","楓","2025/05/05","08:00","16:00","株式会社ISA 高校生研修","40","伊藤　良行","5","ｷｬﾝｾﾙ","340","27","研修会","3","スクール形式","2999","TKP","","その他AGT",""
"34583","90","1","株式会社ISA 高校生研修","6","楓","2025/05/04","08:00","21:00","株式会社ISA 高校生研修","40","伊藤　良行","5","ｷｬﾝｾﾙ","340","27","研修会","3","スクール形式","2999","TKP","","その他AGT",""
"34583","90","1","株式会社ISA 高校生研修","3","楓","2025/05/03","12:00","21:00","株式会社ISA 高校生研修","40","伊藤　良行","5","ｷｬﾝｾﾙ","340","27","研修会","3","スクール形式","2999","TKP","","その他AGT",""
"34583","90","1","株式会社ISA 高校生研修","9","紬","2025/05/05","08:00","16:00","株式会社ISA 高校生研修","90","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式","2999","TKP","","その他AGT",""
"34583","90","1","株式会社ISA 高校生研修","8","紬","2025/05/04","23:00","23:59","株式会社ISA 高校生研修","90","伊藤　良行","5","ｷｬﾝｾﾙ","290","13","昼食","20","入れ込み","2999","TKP","","その他AGT",""
"34583","90","1","株式会社ISA 高校生研修","5","紬","2025/05/04","08:00","21:00","株式会社ISA 高校生研修","90","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式","2999","TKP","","その他AGT",""
"34583","90","1","株式会社ISA 高校生研修","2","紬","2025/05/05","23:00","23:59","株式会社ISA 高校生研修","90","伊藤　良行","5","ｷｬﾝｾﾙ","290","13","昼食","20","入れ込み","2999","TKP","","その他AGT",""
"34583","90","1","株式会社ISA 高校生研修","1","紬","2025/05/03","12:00","21:00","株式会社ISA 高校生研修","90","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式","2999","TKP","","その他AGT",""
"34585","40","1","第三回氷鯱会","1","紬(１)","2025/03/24","19:00","21:00","第三回氷鯱会","40","伊藤　良行","1","決定予約","300","47","納会","21","立食","2103","名鉄観光営業戦略推進本部 スポーツ事業推進部","","名鉄観光","飲み放題A"
"34591","30","1","名古屋国税職員労働組合","1","桐","2025/05/11","09:00","18:00","名古屋国税職員労働組合","30","森　慎一","1","決定予約","220","15","会議","5","ロの字"," "," ","名古屋国税職員労働組合","",""
"34592","45","1","学校法人KTC学園","3","鶴(１)","2025/04/26","17:00","19:00","学校法人KTC学園","45","石黒　達也","1","決定予約","270","30","懇親会","72","丸卓"," "," ","学校法人KTC学園","",""
"34592","45","1","学校法人KTC学園","7","鶴(２)","2025/04/26","17:00","19:00","学校法人KTC学園","0","石黒　達也","1","決定予約","280"," ",""," ",""," "," ","学校法人KTC学園","",""
"34592","45","1","学校法人KTC学園","6","楓","2025/04/25","14:00","18:00","学校法人KTC学園","60","石黒　達也","1","決定予約","340","15","会議","3","スクール形式"," "," ","学校法人KTC学園","",""
"34592","45","1","学校法人KTC学園","5","楓","2025/04/26","08:30","13:30","学校法人KTC学園","20","石黒　達也","1","決定予約","340","15","会議","3","スクール形式"," "," ","学校法人KTC学園","",""
"34592","45","1","学校法人KTC学園","2","紬","2025/04/26","08:30","18:00","学校法人KTC学園","120","石黒　達也","1","決定予約","290","15","会議","3","スクール形式"," "," ","学校法人KTC学園","",""
"34592","45","1","学校法人KTC学園","1","紬","2025/04/25","08:30","18:00","学校法人KTC学園","100","石黒　達也","1","決定予約","290","15","会議","3","スクール形式"," "," ","学校法人KTC学園","",""
"34592","45","1","学校法人KTC学園","4","錦","2025/04/26","08:30","13:30","学校法人KTC学園","20","石黒　達也","1","決定予約","250","15","会議","3","スクール形式"," "," ","学校法人KTC学園","",""
"34609","20","1","ナガイホールディングス株式会社","5","橘","2025/05/02","12:00","13:00","ナガイホールディングス株式会社 御食事会場","13","石黒　達也","1","決定予約","350","13","昼食","26","テーブル"," "," ","ナガイホールディングス株式会社","",""
"34609","20","1","ナガイホールディングス株式会社","2","橘","2025/05/01","18:00","19:00","ナガイホールディングス株式会社 御食事会場","13","石黒　達也","1","決定予約","350","1","夕食","26","テーブル"," "," ","ナガイホールディングス株式会社","",""
"34609","20","1","ナガイホールディングス株式会社","1","橘","2025/05/01","12:00","13:00","ナガイホールディングス株式会社 御食事会場","13","石黒　達也","1","決定予約","350","13","昼食","26","テーブル"," "," ","ナガイホールディングス株式会社","",""
"34609","20","1","ナガイホールディングス株式会社","4","桐","2025/05/02","09:00","19:00","ナガイホールディングス株式会社 ｢新卒者・2年目人財育成合宿」","20","石黒　達也","1","決定予約","220","27","研修会","3","スクール形式"," "," ","ナガイホールディングス株式会社","",""
"34609","20","1","ナガイホールディングス株式会社","3","桐","2025/05/01","09:00","22:00","ナガイホールディングス株式会社 「新卒者・2年目人財育成合宿」","20","石黒　達也","1","決定予約","220","27","研修会","3","スクール形式"," "," ","ナガイホールディングス株式会社","",""
"34613","53","1","トヨタL&F札幌　名古屋研修　※伏見：松竹の芸人の控え室/本番18:30","2","伏見","2025/03/07","17:00","21:00","トヨタL&F札幌　名古屋研修　様　控室","6","伊藤　良行","1","決定予約","370","9","控室","99","未定","2099","JTB北海道事業部","","JTB","伏見：松竹の芸人の控え室　飲み放題A"
"34613","53","1","トヨタL&F札幌　名古屋研修　※伏見：松竹の芸人の控え室/本番18:30","1","松","2025/03/07","18:30","20:30","トヨタL&F札幌　名古屋研修　様","53","伊藤　良行","1","決定予約","200","30","懇親会","70","丸卓会席","2099","JTB北海道事業部","","JTB","伏見：松竹の芸人の控え室　飲み放題A"
"34636","27","1","名古屋市立丸の内中学校","1","楓","2025/03/19","19:00","21:00","丸の内クラブ","27","森　慎一","1","決定予約","340","30","懇親会","72","丸卓"," "," ","名古屋市立丸の内中学校","","入浴あり　飲み放題A"
"34640","200","1","宮吉硝子","1","富士","2025/05/30","17:00","19:00","宮吉硝子","200","伊藤　良行","5","ｷｬﾝｾﾙ","170","30","懇親会","21","立食","2999","株式会社アトコ","","その他AGT",""
"34640","200","1","宮吉硝子","2","鶴","2025/05/30","13:00","17:00","宮吉硝子","200","伊藤　良行","5","ｷｬﾝｾﾙ","260","15","会議","3","スクール形式","2999","株式会社アトコ","","その他AGT",""
"34643","120","1","南医療生協運営委員合宿研修会","1","紬","2025/05/10","18:00","20:00","南医療生協運営委員合宿研修会","120","伊藤　良行","5","ｷｬﾝｾﾙ","290","30","懇親会","72","丸卓","2999","みなみ旅サロン","","その他AGT",""
